Name,Returns,UnalignedReturns,Callers,Called,Calls,ApproximateSize,Overridable,Overriden
unknown_1000_4A1A_14A1A,1,0,1,1,1,63,False,False
unknown_1000_4A00_14A00,1,0,1,1,0,25,True,False
unknown_1000_2E52_12E52,1,0,1,1,1,69,False,False
unknown_1000_41E1_141E1,1,0,1,1,1,40,False,False
unknown_1000_B56C_1B56C,1,0,1,1,1,30,False,False
unknown_1000_B53B_1B53B,1,0,1,1,1,48,False,False
unknown_1000_CEC9_1CEC9,1,0,1,46,4,50,False,False
unknown_1000_0FD9_10FD9,1,0,1,1,2,49,False,False
unknown_1000_1B23_11B23,1,0,1,1,10,148,False,False
unknown_1000_1DD7_11DD7,1,0,2,2,0,442,True,False
unknown_1000_503C_1503C,1,0,1,1,1,69,False,False
unknown_1000_425B_1425B,1,0,1,1,0,41,True,False
unknown_1000_40AE_140AE,1,0,1,1,0,20,True,False
unknown_1000_2170_12170,1,0,1,1,2,137,True,False
unknown_1000_316E_1316E,1,0,1,1,0,1,True,False
unknown_1000_3406_13406,1,0,1,24,1,33,False,False
unknown_1000_342D_1342D,1,0,1,24,1,92,False,False
unknown_1000_6EFD_16EFD,1,0,1,24,0,74,True,False
unknown_1000_34D0_134D0,1,0,1,24,0,79,True,False
unknown_563E_0432_56812,1,0,1,1051,2,396,False,False
unknown_1000_1DD3_11DD3,1,0,1,18,0,0,True,False
unknown_1000_D19B_1D19B,1,0,1,2,2,10,False,False
unknown_1000_1DDA_11DDA,1,0,1,2,0,35,True,False
unknown_1000_39B9_139B9,1,0,1,5,1,44,False,False
unknown_334B_0172_33622,1,0,1,10,0,2277,True,False
unknown_1000_3916_13916,2,0,1,320,1,41308,False,False
unknown_334B_0175_33625,1,0,1,640,2,2546,True,False
unknown_563E_0453_56833,1,0,1,1,2,363,False,False
unknown_1000_1DFE_11DFE,1,0,1,1,0,202,True,False
unknown_1000_1C46_11C46,1,0,1,1,6,147,False,False
unknown_1000_1D66_11D66,1,0,1,1,0,56,True,False
unknown_1000_1E43_11E43,1,0,1,1,1,101,False,False
unknown_1000_1AC5_11AC5,1,0,1,1,0,11,True,False
unknown_1000_1CDA_11CDA,1,0,1,1,2,53,False,False
unknown_1000_E3DF_1E3DF,1,0,1,1,0,43,True,False
unknown_1000_642E_1642E,1,0,1,14,0,24,True,False
unknown_563E_01E1_565C1,1,0,1,1,1,12,False,False
